achievements_trophy.cfm,pointsLessonData,"SELECT point_date
									   FROM points
									   WHERE user_id = #Session.UserID#
									   	AND course_id = #channelCourseData.course_id#
									"
achievements_trophy.cfm,pointsExamData,"SELECT point_date
									   FROM points
									   WHERE user_id = #Session.UserID#
									   	AND exampass_id = #channelCourseData.course_id#
									"
achievements_trophy.cfm,pointsLessonData,"SELECT point_date
									   FROM points
									   WHERE user_id = #Session.UserID#
									   	AND course_id = #channelCourseData.course_id#
									"
achievements_trophy.cfm,pointsExamData,"SELECT point_date
									   FROM points
									   WHERE user_id = #Session.UserID#
									   	AND exampass_id = #channelCourseData.course_id#
									"
activity_log.cfm,csData,"SELECT enable_points, notifications
   FROM portals
   WHERE portal_id = #Session.PortalID#
"
activity_log.cfm,prevActivityData,"SELECT TOP 1 clip_id
		   FROM activity_log
		   WHERE user_id = #Session.UserID#
		   ORDER BY activity_id DESC
		"
activity_log.cfm,sectionData,"SELECT sections.course_id, sections.section_id, sections.section_name, clip.clip_lesson, clip.clip_name, clip.clip_time, courses.course_name, courses.channel_id
			   FROM clip, sections, courses
			   WHERE clip.section_id = sections.section_id AND clip_id = <cfqueryparam cfsqltype=""CF_SQL_INTEGER"" value=""#url.clip_id#""> AND courses.course_id = sections.course_id
			"
activity_log.cfm,userData,"SELECT TOP 1 userz.user_clipCount, userz.user_clipTime, userz.user_points, userz.user_email, userz.user_firstname, userz.user_lastname, userz.user_login, userz.portal_id, userz.group_id, userz.user_email, userz.user_dataVersion, groups.group_courses, userz.user_ilt_courses, userz.user_email_bounce, groups.group_id, groups.sou_id, groups.ou_id
			   FROM userz, groups
			   WHERE user_id = #Session.UserID# AND userz.group_id = groups.group_id
			"
activity_log.cfm,activityLog,"INSERT INTO activity_log (activity_date, activity_name, user_id, clip_id, section_id, course_id)
				VALUES (
					'#dateFormat(now(),""mm/dd/yyyy"")# #timeFormat(now(),""HH:MM:SS"")#',
					'Lesson view: #sectionData.course_name#, Lesson #sectionData.clip_lesson# - #sectionData.section_name#, #sectionData.clip_name#',
					'#Session.UserID#',
					<cfqueryparam cfsqltype=""CF_SQL_INTEGER"" value=""#url.clip_id#"">,
					'#sectionData.section_id#',
					'#sectionData.course_id#'
				)
			"
activity_log.cfm,statsData,"INSERT INTO stats (portal_id,ou_id,sou_id,group_id,stat_type,stat_date)
				VALUES ('#userData.portal_id#','#userData.ou_id#','#userData.sou_id#','#userData.group_id#','lesson','#dateFormat(now(),""mm/dd/yyyy"")#');
			"
activity_log.cfm,pointsData,"SELECT point_id
			   FROM points
			   WHERE user_id = #Session.UserID# AND clip_id = <cfqueryparam cfsqltype=""CF_SQL_INTEGER"" value=""#url.clip_id#"">
			"
activity_log.cfm,pointsLog,"INSERT INTO points (user_id,clip_id,point_date)
				VALUES (
					'#Session.UserID#',
					<cfqueryparam cfsqltype=""CF_SQL_INTEGER"" value=""#url.clip_id#"">,
					'#dateFormat(now(),""mm/dd/yyyy"")# #timeFormat(now(),""HH:MM:SS"")#'
				)
			"
activity_log.cfm,pointsLog,"INSERT INTO points (user_id,clip_id,point_date)
					VALUES (
						'#Session.UserID#',
						<cfqueryparam cfsqltype=""CF_SQL_INTEGER"" value=""#url.clip_id#"">,
						'#dateFormat(now(),""mm/dd/yyyy"")# #timeFormat(now(),""HH:MM:SS"")#'
					)
				</cfquery>---"
activity_log.cfm,clipViewLog,"UPDATE userz
					SET user_clipCount = #userData.user_clipcount + 1#,
						user_clipTime = '#userData.user_clipTime + int(val(sectionData.clip_time))#',
						user_points = #clipAwardPoints#
					WHERE user_id = #Session.UserID#
				"
activity_log.cfm,lessonViewedData,"SELECT clip_id
				   FROM points
				   WHERE user_id = #Session.UserID# AND clip_id <> ''
				"
activity_log.cfm,courseClipsData,"SELECT clip.clip_id
				   FROM courses, clip
				   WHERE courses.course_id = #sectionData.course_id# AND courses.course_id = clip.course_id
				"
activity_log.cfm,pointsData,"SELECT point_id
						   FROM points
						   WHERE user_id = #Session.UserID# AND course_id = #sectionData.course_id#
						"
activity_log.cfm,pointsLog,"INSERT INTO points (user_id,course_id,point_date)
								VALUES (
									'#Session.UserID#',
									'#sectionData.course_id#',
									'#dateFormat(now(),""mm/dd/yyyy"")# #timeFormat(now(),""HH:MM:SS"")#'
								)
							"
activity_log.cfm,addNotification,"INSERT INTO notifications (user_id,notification_title,notification_text,notification_date,notification_url)
							VALUES ('#Session.UserID#','#theNotificationTitle#','#theNotification#','#dateFormat(now(),""mm/dd/yyyy"")# #timeFormat(now(),""HH:MM:SS"")#','/achievements.cfm');
						"
activity_log.cfm,portalData,"SELECT portals.exam_pass, portals.exam_results, ou.ou_exam_results, sou.sou_exam_results, groups.group_exam_results, portals.disable_emails, portals.disable_emails_admin, portals.email_awards_user, portals.email_awards_admin, portals.email_course_admin
						FROM portals, ou, sou, groups
						WHERE portals.portal_id = #userData.portal_id# AND groups.group_id = #userData.group_id# AND sou.sou_id = groups.sou_id AND ou.ou_id = sou.ou_id
					"
activity_log.cfm,etData,"SELECT et_footer
								FROM email_templates
								WHERE portal_id = #Session.PortalID#
							"
activity_log.cfm,examExistData,"SELECT question_id
					   FROM questions
					   WHERE course_id = #sectionData.course_id#
					"
activity_log.cfm,pointsData,"SELECT TOP 1 point_id, point_date
						   FROM points
						   WHERE user_id = #Session.UserID# AND exampass_id = #sectionData.course_id#
						   ORDER BY point_id DESC
						"
activity_log.cfm,pointsData,"SELECT TOP 1 point_id
					   FROM points
					   WHERE user_id = #Session.UserID# AND course_id = #sectionData.course_id#
					"
activity_log.cfm,pData,"SELECT point_id
						   FROM points
						   WHERE user_id = #Session.UserID# AND coursecompleted_id = #sectionData.course_id#
						"
activity_log.cfm,pointsLog,"INSERT INTO points (user_id,coursecompleted_id,point_date)
								VALUES (
									'#Session.UserID#',
									'#sectionData.course_id#',
									'#dateFormat(now(),""mm/dd/yyyy"")# #timeFormat(now(),""HH:MM:SS"")#'
								)
							"
activity_log.cfm,portalData,"SELECT portals.exam_pass, portals.exam_results, ou.ou_exam_results, sou.sou_exam_results, groups.group_exam_results, portals.disable_emails, portals.disable_emails_admin, portals.notifications, portals.email_course_admin
								FROM portals, ou, sou, groups
								WHERE portals.portal_id = #userData.portal_id# AND groups.group_id = #userData.group_id# AND sou.sou_id = groups.sou_id AND ou.ou_id = sou.ou_id
							"
activity_log.cfm,addNotification,"INSERT INTO notifications (user_id,notification_title,notification_text,notification_date,notification_url)
									VALUES ('#Session.UserID#','#theNotificationTitle#','#theNotification#','#dateFormat(now(),""mm/dd/yyyy"")# #timeFormat(now(),""HH:MM:SS"")#','/course.cfm?c=#sectionData.course_id#');
								"
calculate_lp.cfm,assignedData,"SELECT assignments.assignment_id, assigned.assigned_id, assigned.user_id, assigned.assignment_id, assignments.assignment_lessons, assignments.assignment_courses, assignments.assignment_exams, assignments.assignment_name, assigned.assigned_completed, assignments.assignment_type, assignments.assignment_created, assignments.assignment_activity
   FROM assigned, assignments
   WHERE assigned.user_id = #theUserID#
   	AND assigned.assignment_id = assignments.assignment_id
   	AND assignments.assignment_inTrash = 0
"
calculate_lp.cfm,pData,"SELECT portals.exam_pass
	   FROM userz, portals
	   WHERE userz.user_id = #theUserID#
	   	AND userz.portal_id = portals.portal_id
	"
calculate_lp.cfm,questionData,"SELECT DISTINCT course_id
      FROM questions
      WHERE isExam = 1
   "
calculate_lp.cfm,lessonViewedData,"SELECT clip_id, activity_date
	      FROM activity_log
	      WHERE user_id = #assignedData.user_id# AND clip_id <> '' <cfif assignedData.assignment_activity IS 1>AND activity_date >= '#dateFormat(assignedData.assignment_created,""YYYY-MM-DD 00:00:00.0"")#'</cfif>
	      ORDER BY clip_id DESC
	   "
calculate_lp.cfm,examExistData,"SELECT question_id
			   FROM questions
			   WHERE course_id = #assignedCourse#
			"
calculate_lp.cfm,savedExamData,"SELECT TOP 1 savedExam_id, course_id, user_id, savedExam_sections, savedExam_questions, savedExam_answers, savedExam_completed, savedExam_correct
				   FROM savedExams
				   WHERE user_id = #theUserID# AND course_id = #assignedCourse# AND savedExam_completed IS NOT NULL <cfif assignedData.assignment_activity IS 1>AND savedExam_completed >= '#dateFormat(assignedData.assignment_created,""YYYY-MM-DD 00:00:00.0"")#'</cfif>
				   	<cfif assignedData.assignment_activity IS 1>AND savedExam_completed >= '#dateFormat(assignedData.assignment_created,""YYYY-MM-DD 00:00:00.0"")#'</cfif>
				   ORDER BY savedExam_id DESC
				"
calculate_lp.cfm,courseData,"SELECT course_exam_pass
				   FROM courses
				   WHERE course_id = #assignedCourse#
				"
calculate_lp.cfm,pointsData,"SELECT TOP 1 exampass_id, examfail_id, point_date
					   FROM points
					   WHERE user_id = #theUserID# AND (exampass_id = #assignedCourse# OR examfail_id = #assignedCourse#)
					   	 <cfif assignedData.assignment_activity IS 1>AND point_date >= '#dateFormat(assignedData.assignment_created,""YYYY-MM-DD 00:00:00.0"")#'</cfif>
					   ORDER BY point_id DESC
					"
calculate_lp.cfm,courseViewedData,"SELECT clip_id
               FROM clip
               WHERE course_id = #i#
            "
calculate_lp.cfm,updateAssignment,"UPDATE assigned
         SET assigned_nonCourseViewed = '#nonCourseViewed#',
            assigned_courseViewed = '#courseViewed#',
            assigned_courseViewedLessons = '#courseViewedLessons#',
            assigned_completedExams = '#completedExams#',
            assigned_percent = '#thePercent#',
            <cfif lessonPass AND courseViewPass AND examPass><cfif assignedData.assigned_completed IS """">assigned_completed = '#dateFormat(completedDate,""mm/dd/yyyy"")#'<cfelse>assigned_completed = '#assignedData.assigned_completed#'</cfif><cfelse>assigned_completed = NULL</cfif><!--- If all requirements are met and there is not already a completion date, set completion date to now, otherwise to null --->
         WHERE assigned_id = #assignedData.assigned_id#
      "
campaigns.cfm,dripData,"SELECT dripCampaigns.drip_id, dripCampaigns.drip_name, dripAssigned.dripAssigned_id, dripAssigned.dripAssigned_completed, dripAssigned.dripAssigned_quizPass, dripAssigned.dripAssigned_viewed, dripAssigned.dripAssigned_currentDrop
   FROM dripAssigned, dripCampaigns
   WHERE dripAssigned.user_id = #Session.UserID#
   	AND dripAssigned.drip_id = dripCampaigns.drip_id
      AND (dripAssigned.dripAssigned_currentDrop <> ''<!--- Has a current drop --->
   	OR (dripAssigned.dripAssigned_currentDrop = '' AND dripAssigned.dripAssigned_completed = '')<!--- No current drop (first drop not yet delivered) --->
   	OR dripAssigned.dripAssigned_completed <> '')<!--- Completed campaign --->
"
campaigns.cfm,landingData,"SELECT portal_landing_mytraining
   FROM portals
   WHERE portal_id = #Session.PortalID#
"
campaigns.cfm,currentDropData,"SELECT drop_sort
			FROM drops
			WHERE drop_id = #dripData.dripAssigned_currentDrop#
		"
campaigns.cfm,dData,"SELECT drop_lesson, drop_sort
	   FROM drops
	   WHERE drip_id = #dripData.drip_id#
	"
campaigns.cfm,portalData,"SELECT portal_icon, portal_isWhitelabel
   FROM portals
   WHERE portal_id = #Session.PortalID#
"
campaigns.cfm,testData,"SELECT *
   FROM dripAssigned
   WHERE user_id = #Session.userID#
"
campaigns.cfm,currentDropData,"SELECT drop_sort
						   FROM drops
						   WHERE drop_id = #dripData.dripAssigned_currentDrop#
						"
campaigns.cfm,dropData,"SELECT drops.drop_id, drops.drop_sort, drops.drop_lesson, clip.clip_name, courses.course_name, courses.course_header, courses.course_icon
					   FROM drops, clip, courses
					   WHERE drops.drip_id = #dripData.drip_id#
					   	AND drops.drop_lesson = clip.clip_id
					   	AND clip.course_id = courses.course_id
					   	AND drops.drop_sort <= #dropSort#
					   ORDER BY drop_sort
					"
campaigns.cfm,qData,"SELECT question_id
							FROM questions
							WHERE clip_id = #dropData.drop_lesson# AND isExam = 0
						"
campaigns.cfm,dropData,"SELECT drops.drop_id, drops.drop_sort, drops.drop_lesson, clip.clip_name, courses.course_name, courses.course_header, courses.course_icon
						   FROM drops, clip, courses
						   WHERE drops.drip_id = #dripData.drip_id#
						   	AND drops.drop_lesson = clip.clip_id
						   	AND clip.course_id = courses.course_id
						   ORDER BY drop_sort
						"
campaigns.cfm,qData,"SELECT question_id
							   FROM questions
							   WHERE clip_id = #dropData.drop_lesson# AND isExam = 0
							"
certificate.cfm,userData,"SELECT user_firstname, user_lastname
	FROM userz
	WHERE user_id = #Session.UserID#
"
certificate.cfm,courseData,"SELECT course_id, course_name, course_exam_pass
	FROM courses
	WHERE course_id = <cfqueryparam cfsqltype=""CF_SQL_INTEGER"" value=""#URL.course_id#"">
"
certificate.cfm,pData,"SELECT portal_header, exam_pass
   FROM portals
   WHERE portal_id = #Session.PortalID#
"
certificate.cfm,examPassData,"SELECT TOP 1 savedExam_completed, savedExam_correct, savedExam_questions
   FROM savedExams
   WHERE user_id = #Session.UserID# AND course_id = #courseData.course_id# AND savedExam_completed IS NOT NULL
   ORDER BY savedExam_id DESC
"
certificate.cfm,pointsData,"SELECT TOP 1 exampass_id, point_date
	   FROM points
	   WHERE user_id = #Session.UserID# AND exampass_id = #courseData.course_id#
	   ORDER BY point_id DESC
	"
certificate_policy.cfm,userData,"SELECT user_firstname, user_lastname
	FROM userz
	WHERE user_id = #Session.UserID#
"
certificate_policy.cfm,policyData,"SELECT policyAssignments.pa_signed, policies.policy_name
	FROM policyAssignments, policies, policyVersions
	WHERE policyAssignments.pv_id = policyVersions.pv_id
		AND policyVersions.policy_id = policies.policy_id
		AND policyAssignments.user_id = #session.UserID#
		AND policyAssignments.policy_assigned_id = <cfqueryparam cfsqltype=""CF_SQL_INTEGER"" value=""#URL.pa#"">
	ORDER BY pa_assigned_date, policy_name
"
certificate_policy.cfm,pData,"SELECT portal_header
   FROM portals
   WHERE portal_id = #Session.PortalID#
"
channel.cfm,portalData,"SELECT portal_clip_access, enable_clipstart, ilt_connect, portal_icon, portal_isWhitelabel
   FROM portals
   WHERE portal_id = #Session.PortalID#
"
channel.cfm,userData,"SELECT groups.group_courses, userz.user_ilt_courses
   FROM userz, groups
   WHERE userz.user_id = #Session.UserID# AND userz.group_id = groups.group_id
"
channel.cfm,channelUseData,"SELECT DISTINCT channels.channel_id
	   FROM courses, channels
	   WHERE courses.channel_id = channels.channel_id
	   	AND (<cfset theRow = 0><cfloop list=""#groupCourses#"" index=""i""><cfset theRow ++>courses.course_id = #i# <cfif theRow IS NOT listLen(groupCourses)>OR </cfif></cfloop>)
	   	AND course_id <> 41 AND course_id <> 56 AND course_id <> 164 AND course_id <> 165
	   	AND channels.channel_id <> 17
	"
channel.cfm,channelData,"SELECT channel_id, channel_name, channel_icon, channel_color, channel_isPremium
	FROM channels
	WHERE channel_id = <cfqueryparam cfsqltype=""CF_SQL_INTEGER"" value=""#URL.c#"">
"
channel.cfm,moduleData,"SELECT DISTINCT modules.module_id, modules.module_name, modules.module_sort
   FROM modules, courses
   WHERE courses.module_id = modules.module_id
   	AND courses.channel_id = <cfqueryparam cfsqltype=""CF_SQL_INTEGER"" value=""#URL.c#"">
   	AND (<cfset theRow = 0><cfloop list=""#groupCourses#"" index=""i""><cfset theRow ++>courses.course_id = #i# <cfif theRow IS NOT listLen(groupCourses)>OR </cfif></cfloop>)
   	AND courses.course_id <> 41 AND courses.course_id <> 56 AND courses.course_id <> 164 AND courses.course_id <> 165
   ORDER BY module_sort
"
