File,Line Number,Route
admin/email_preview.cfm, 197, https://teams.microsoft.com/l/entity/#emailPortalData.portal_manifest_app_id#/com.cliptraining.o365
admin/email_preview.cfm, 202, #emailPortalData.sso_url#
admin/email_preview.cfm, 215, https://teams.microsoft.com/l/entity/#emailPortalData.portal_manifest_app_id#/com.etraininglibrary.m365
admin/email_preview.cfm, 217, https://teams.microsoft.com/l/entity/#emailPortalData.portal_manifest_app_id#/com.cliptraining.o365
admin/email_preview.cfm, 222, #emailPortalData.sso_url#
admin/email_preview.cfm, 234, https://teams.microsoft.com/l/entity/#emailPortalData.portal_manifest_app_id#/com.etraininglibrary.m365
admin/email_preview.cfm, 236, https://teams.microsoft.com/l/entity/#emailPortalData.portal_manifest_app_id#/com.cliptraining.o365
admin/email_preview.cfm, 241, #emailPortalData.sso_url#
admin/email_preview.cfm, 245, https://#thePortalName##theSiteDomain#
admin/email_preview.cfm, 259, https://teams.microsoft.com/l/entity/#emailPortalData.portal_manifest_app_id#/com.etraininglibrary.m365
admin/email_preview.cfm, 261, https://teams.microsoft.com/l/entity/#emailPortalData.portal_manifest_app_id#/com.cliptraining.o365
admin/email_preview.cfm, 266, #emailPortalData.sso_url#
admin/email_preview.cfm, 278, https://teams.microsoft.com/l/entity/#emailPortalData.portal_manifest_app_id#/com.etraininglibrary.m365
admin/email_preview.cfm, 280, https://teams.microsoft.com/l/entity/#emailPortalData.portal_manifest_app_id#/com.cliptraining.o365
admin/email_preview.cfm, 285, #emailPortalData.sso_url#
admin/email_preview.cfm, 289, https://#thePortalName##theSiteDomain#
admin/exam_stats.cfm, 36, quality_assurance.cfm
admin/exam_stats.cfm, 42, report_exam_stats.cfm?report_id=1
admin/exam_stats.cfm, 43, report_exam_stats.cfm?report_id=2
admin/exam_stats.cfm, 60, quality_assurance.cfm?filter=#trackingData.course_id#
admin/graph_complete.cfm, 24, javascript:window.close();
admin/grouping.cfm, 235, add_ou.cfm?<cfif URL.portal_id IS NOT 
admin/grouping.cfm, 328, ""javascript:showHide(dataSOU#ouData.ou_id#,ou#ouData.ou_id#)""
admin/grouping.cfm, 357, 
admin/grouping.cfm, 359, #reminderDel
admin/grouping_sou_ajax.cfm, 60, ""javascript:showHide(dataGroup#sou_id#,sou#sou_id#)""
admin/import_bounce.cfm, 75, javascript:;
admin/import_csv.cfm, 228, /pdf/import_users.xlsx
admin/import_csv.cfm, 241, javascript:;
admin/import_csv_process.cfm, 435, https://teams.microsoft.com/l/entity/#emailPortalData.portal_manifest_app_id#/com.etraininglibrary.m365
admin/import_csv_process.cfm, 437, https://teams.microsoft.com/l/entity/#emailPortalData.portal_manifest_app_id#/com.cliptraining.o365
admin/import_csv_process.cfm, 442, #emailPortalData.sso_url#
admin/import_csv_process.cfm, 446, #theSiteProtocol##thePortalName##theSiteDomain#
admin/import_csv_process.cfm, 617, https://teams.microsoft.com/l/entity/#emailPortalData.portal_manifest_app_id#/com.etraininglibrary.m365
admin/import_csv_process.cfm, 619, https://teams.microsoft.com/l/entity/#emailPortalData.portal_manifest_app_id#/com.cliptraining.o365
admin/import_csv_process.cfm, 624, #emailPortalData.sso_url#
admin/import_csv_process.cfm, 628, #theSiteProtocol##thePortalName##theSiteDomain#
admin/import_csv_process.cfm, 771, https://teams.microsoft.com/l/entity/#emailPortalData.portal_manifest_app_id#/com.etraininglibrary.m365
admin/import_csv_process.cfm, 773, https://teams.microsoft.com/l/entity/#emailPortalData.portal_manifest_app_id#/com.cliptraining.o365
admin/import_csv_process.cfm, 778, #emailPortalData.sso_url#
admin/import_csv_process.cfm, 782, #theSiteProtocol##thePortalName##theSiteDomain#
admin/import_groups.cfm, 32, javascript:;
admin/import_portals.cfm, 76, javascript:;
admin/import_portals.cfm, 79, /pdf/import_portals.xlsx
admin/import_w_groups.cfm, 26, /pdf/import_users_groups.xlsx
admin/import_w_groups.cfm, 38, javascript:;
admin/import_w_groups_process.cfm, 483, https://teams.microsoft.com/l/entity/#emailPortalData.portal_manifest_app_id#/com.etraininglibrary.m365
admin/import_w_groups_process.cfm, 485, https://teams.microsoft.com/l/entity/#emailPortalData.portal_manifest_app_id#/com.cliptraining.o365
admin/import_w_groups_process.cfm, 490, #emailPortalData.sso_url#
admin/import_w_groups_process.cfm, 494, #theSiteProtocol##thePortalName##theSiteDomain#
admin/import_w_groups_process.cfm, 675, https://teams.microsoft.com/l/entity/#emailPortalData.portal_manifest_app_id#/com.etraininglibrary.m365
admin/import_w_groups_process.cfm, 677, https://teams.microsoft.com/l/entity/#emailPortalData.portal_manifest_app_id#/com.cliptraining.o365
admin/import_w_groups_process.cfm, 682, #emailPortalData.sso_url#
admin/import_w_groups_process.cfm, 686, #theSiteProtocol##thePortalName##theSiteDomain#
admin/import_w_groups_special.cfm, 26, /pdf/import_users_groups_special.xlsx
admin/import_w_groups_special.cfm, 38, javascript:;
admin/import_w_groups_special_process.cfm, 488, https://teams.microsoft.com/l/entity/#emailPortalData.portal_manifest_app_id#/com.etraininglibrary.m365
admin/import_w_groups_special_process.cfm, 490, https://teams.microsoft.com/l/entity/#emailPortalData.portal_manifest_app_id#/com.cliptraining.o365
admin/import_w_groups_special_process.cfm, 495, #emailPortalData.sso_url#
admin/import_w_groups_special_process.cfm, 499, #theSiteProtocol##thePortalName##theSiteDomain#
admin/import_w_groups_special_process.cfm, 680, https://teams.microsoft.com/l/entity/#emailPortalData.portal_manifest_app_id#/com.etraininglibrary.m365
admin/import_w_groups_special_process.cfm, 682, https://teams.microsoft.com/l/entity/#emailPortalData.portal_manifest_app_id#/com.cliptraining.o365
admin/import_w_groups_special_process.cfm, 687, #emailPortalData.sso_url#
admin/import_w_groups_special_process.cfm, 691, #theSiteProtocol##thePortalName##theSiteDomain#
admin/initiate_full_sync.cfm, 30, portals.cfm?<cfoutput>filter=#url.filter#&d=#url.d#&r=#url.r#&sort=#url.sort#&dir=#url.dir#</cfoutput>
admin/initiate_group_sync.cfm, 29, portals.cfm?<cfoutput>filter=#url.filter#&d=#url.d#&r=#url.r#&sort=#url.sort#&dir=#url.dir#</cfoutput>
admin/invite.cfm, 78, #emailPortalData.sso_url#
admin/invite_process.cfm, 82, https://teams.microsoft.com/l/entity/#emailPortalData.portal_manifest_app_id#/com.etraininglibrary.m365
admin/invite_process.cfm, 84, https://teams.microsoft.com/l/entity/#emailPortalData.portal_manifest_app_id#/com.cliptraining.o365
admin/invite_process.cfm, 89, #emailPortalData.sso_url#
admin/invite_process.cfm, 93, #theSiteProtocol##thePortalName##theSiteDomain#
admin/invite_synced_process.cfm, 54, https://teams.microsoft.com/l/entity/#emailPortalData.portal_manifest_app_id#/com.etraininglibrary.m365
admin/invite_synced_process.cfm, 56, https://teams.microsoft.com/l/entity/#emailPortalData.portal_manifest_app_id#/com.cliptraining.o365
admin/invite_synced_process.cfm, 60, https://#thePortalName##theSiteDomain#
admin/lesson_usage.cfm, 92, None
admin/library.cfm, 290, add_channel.cfm?a=1<cfoutput>#theParam#</cfoutput>
admin/library.cfm, 400, report_library.cfm?d=<cfoutput>#url.d#&r=#url.r#&p=#url.p#</cfoutput>
admin/library.cfm, 406, /documents/<cfif session.Whitelabel>whitelabel<cfelse>cliptraining</cfif>/Using_the_Content_Creation_Feature.pdf
admin/library.cfm, 407, /documents/<cfif session.Whitelabel>whitelabel<cfelse>cliptraining</cfif>/Content_Creation_Step-By-Step_Creating_Your_First_Course.pdf
admin/library.cfm, 408, #help_lesson4
admin/library.cfm, 409, #help_lesson5
admin/library.cfm, 469, library_sort.cfm?channel_id=#channelData.channel_id#&dir=1#theParam#
admin/library.cfm, 470, library_sort.cfm?channel_id=#channelData.channel_id#&dir=2#theParam#
admin/library.cfm, 522, 
admin/library.cfm, 524, #reminderDel
admin/library_ajax_courses.cfm, 55, library_sort.cfm?course_id=#courseData.course_id#&dir=1#theParam#
admin/library_ajax_courses.cfm, 56, library_sort.cfm?course_id=#courseData.course_id#&dir=2#theParam#
admin/library_ajax_lessons.cfm, 35, library_sort.cfm?clip_id=#clipData.clip_id#&dir=1#theParam#
admin/library_ajax_lessons.cfm, 36, library_sort.cfm?clip_id=#clipData.clip_id#&dir=2#theParam#
admin/library_ajax_modules.cfm, 61, library_sort.cfm?module_id=#moduleData.module_id#&dir=1#theParam#
admin/library_ajax_modules.cfm, 62, library_sort.cfm?module_id=#moduleData.module_id#&dir=2#theParam#
admin/library_ajax_sections.cfm, 48, library_sort.cfm?section_id=#sectionData.section_id#&dir=1#theParam#
admin/library_ajax_sections.cfm, 49, library_sort.cfm?section_id=#sectionData.section_id#&dir=2#theParam#
admin/move_user_process.cfm, 185, https://teams.microsoft.com/l/entity/#emailPortalData.portal_manifest_app_id#/com.etraininglibrary.m365
admin/move_user_process.cfm, 187, https://teams.microsoft.com/l/entity/#emailPortalData.portal_manifest_app_id#/com.cliptraining.o365
admin/move_user_process.cfm, 192, #emailPortalData.sso_url#
admin/move_user_process.cfm, 196, #theSiteProtocol##thePortalName##theSiteDomain#
admin/orders_dell.cfm, 46, add_order_dell.cfm?filter=<cfoutput>#url.filter#&sort=#url.sort#&dir=#url.dir#</cfoutput>
admin/orders_dell.cfm, 68, report_orders_dell_export.cfm?filter=<cfoutput>#url.filter#&sort=#url.sort#&dir=#url.dir#</cfoutput>
admin/orders_dell.cfm, 81, orders_dell.cfm?sort=order_dell_number&dir=DESC<cfoutput>&filter=#url.filter#<cfif url.namesearch IS NOT 
admin/orders_dell.cfm, 83, orders_dell.cfm?sort=order_dell_number&dir=ASC<cfoutput>&filter=#url.filter#<cfif url.namesearch IS NOT 
admin/orders_dell.cfm, 86, orders_dell.cfm?sort=order_dell_number&dir=ASC<cfoutput>&filter=#url.filter#<cfif url.namesearch IS NOT 
admin/orders_dell.cfm, 92, orders_dell.cfm?sort=portal_name&dir=DESC<cfoutput>&filter=#url.filter#<cfif url.namesearch IS NOT 
admin/orders_dell.cfm, 94, orders_dell.cfm?sort=portal_name&dir=ASC<cfoutput>&filter=#url.filter#<cfif url.namesearch IS NOT 
admin/orders_dell.cfm, 97, orders_dell.cfm?sort=portal_name&dir=ASC<cfoutput>&filter=#url.filter#<cfif url.namesearch IS NOT 
admin/orders_dell.cfm, 103, orders_dell.cfm?sort=portal_whitelabel_name&dir=DESC<cfoutput>&filter=#url.filter#<cfif url.namesearch IS NOT 
admin/orders_dell.cfm, 105, orders_dell.cfm?sort=portal_whitelabel_name&dir=ASC<cfoutput>&filter=#url.filter#<cfif url.namesearch IS NOT 
admin/orders_dell.cfm, 108, orders_dell.cfm?sort=portal_whitelabel_name&dir=ASC<cfoutput>&filter=#url.filter#<cfif url.namesearch IS NOT 
admin/orders_dell.cfm, 114, orders_dell.cfm?sort=order_dell_region&dir=DESC<cfoutput>&filter=#url.filter#<cfif url.namesearch IS NOT 
admin/orders_dell.cfm, 116, orders_dell.cfm?sort=order_dell_region&dir=ASC<cfoutput>&filter=#url.filter#<cfif url.namesearch IS NOT 
admin/orders_dell.cfm, 119, orders_dell.cfm?sort=order_dell_region&dir=ASC<cfoutput>&filter=#url.filter#<cfif url.namesearch IS NOT 
admin/orders_dell.cfm, 125, orders_dell.cfm?sort=order_dell_country&dir=DESC<cfoutput>&filter=#url.filter#<cfif url.namesearch IS NOT 
admin/orders_dell.cfm, 127, orders_dell.cfm?sort=order_dell_country&dir=ASC<cfoutput>&filter=#url.filter#<cfif url.namesearch IS NOT 
admin/orders_dell.cfm, 130, orders_dell.cfm?sort=order_dell_country&dir=ASC<cfoutput>&filter=#url.filter#<cfif url.namesearch IS NOT 
admin/orders_dell.cfm, 136, orders_dell.cfm?sort=order_dell_date&dir=DESC<cfoutput>&filter=#url.filter#<cfif url.namesearch IS NOT 
admin/orders_dell.cfm, 138, orders_dell.cfm?sort=order_dell_date&dir=ASC<cfoutput>&filter=#url.filter#<cfif url.namesearch IS NOT 
admin/orders_dell.cfm, 141, orders_dell.cfm?sort=order_dell_date&dir=ASC<cfoutput>&filter=#url.filter#<cfif url.namesearch IS NOT 
admin/orders_dell.cfm, 147, orders_dell.cfm?sort=order_dell_expiration&dir=DESC<cfoutput>&filter=#url.filter#<cfif url.namesearch IS NOT 
admin/orders_dell.cfm, 149, orders_dell.cfm?sort=order_dell_expiration&dir=ASC<cfoutput>&filter=#url.filter#<cfif url.namesearch IS NOT 
admin/orders_dell.cfm, 152, orders_dell.cfm?sort=order_dell_expiration&dir=ASC<cfoutput>&filter=#url.filter#<cfif url.namesearch IS NOT 
admin/orders_dell.cfm, 158, orders_dell.cfm?sort=order_dell_licenses&dir=DESC<cfoutput>&filter=#url.filter#<cfif url.namesearch IS NOT 
admin/orders_dell.cfm, 160, orders_dell.cfm?sort=order_dell_licenses&dir=ASC<cfoutput>&filter=#url.filter#<cfif url.namesearch IS NOT 
admin/orders_dell.cfm, 163, orders_dell.cfm?sort=order_dell_licenses&dir=ASC<cfoutput>&filter=#url.filter#<cfif url.namesearch IS NOT 
admin/orders_dell.cfm, 169, orders_dell.cfm?sort=order_dell_customer_poc&dir=DESC<cfoutput>&filter=#url.filter#<cfif url.namesearch IS NOT 
admin/orders_dell.cfm, 171, orders_dell.cfm?sort=order_dell_customer_poc&dir=ASC<cfoutput>&filter=#url.filter#<cfif url.namesearch IS NOT 
admin/orders_dell.cfm, 174, orders_dell.cfm?sort=order_dell_customer_poc&dir=ASC<cfoutput>&filter=#url.filter#<cfif url.namesearch IS NOT 
admin/orders_dell.cfm, 180, orders_dell.cfm?sort=order_dell_customer_email&dir=DESC<cfoutput>&filter=#url.filter#<cfif url.namesearch IS NOT 
admin/orders_dell.cfm, 182, orders_dell.cfm?sort=order_dell_customer_email&dir=ASC<cfoutput>&filter=#url.filter#<cfif url.namesearch IS NOT 
admin/orders_dell.cfm, 185, orders_dell.cfm?sort=order_dell_customer_email&dir=ASC<cfoutput>&filter=#url.filter#<cfif url.namesearch IS NOT 
admin/orders_dell.cfm, 191, orders_dell.cfm?sort=order_dell_sales_email&dir=DESC<cfoutput>&filter=#url.filter#<cfif url.namesearch IS NOT 
admin/orders_dell.cfm, 193, orders_dell.cfm?sort=order_dell_sales_email&dir=ASC<cfoutput>&filter=#url.filter#<cfif url.namesearch IS NOT 
admin/orders_dell.cfm, 196, orders_dell.cfm?sort=order_dell_sales_email&dir=ASC<cfoutput>&filter=#url.filter#<cfif url.namesearch IS NOT 
admin/orders_dell.cfm, 202, orders_dell.cfm?sort=order_dell_am&dir=DESC<cfoutput>&filter=#url.filter#<cfif url.namesearch IS NOT 
admin/orders_dell.cfm, 204, orders_dell.cfm?sort=order_dell_am&dir=ASC<cfoutput>&filter=#url.filter#<cfif url.namesearch IS NOT 
admin/orders_dell.cfm, 207, orders_dell.cfm?sort=order_dell_am&dir=ASC<cfoutput>&filter=#url.filter#<cfif url.namesearch IS NOT 
admin/orders_dell.cfm, 213, orders_dell.cfm?sort=order_dell_comments&dir=DESC<cfoutput>&filter=#url.filter#<cfif url.namesearch IS NOT 
admin/orders_dell.cfm, 215, orders_dell.cfm?sort=order_dell_comments&dir=ASC<cfoutput>&filter=#url.filter#<cfif url.namesearch IS NOT 
admin/orders_dell.cfm, 218, orders_dell.cfm?sort=order_dell_comments&dir=ASC<cfoutput>&filter=#url.filter#<cfif url.namesearch IS NOT 
admin/partner_resources.cfm, 36, /documents/cliptraining/Customer_Facing_Datasheet_M365_User_Training.pptx
admin/partner_resources.cfm, 40, /documents/cliptraining/Customer_Facing_Datasheet_M365_Security_Training.pptx
admin/partner_resources.cfm, 44, /documents/cliptraining/Customer_Facing_Datasheet_Custom_Content.pptx
admin/partner_resources.cfm, 48, /documents/cliptraining/Customer_Facing_Datasheet_Policy_Manager.pptx
admin/partner_resources.cfm, 52, /documents/cliptraining/Customer_Facing_Datasheet_Security_Awareness_Phishing_Testing.pptx
admin/partner_resources.cfm, 56, /documents/cliptraining/ETE_for_MSPs_Datasheet_Template.pptx
admin/partner_resources.cfm, 60, /documents/cliptraining/ETE_for_MSPs_Datasheet.pdf
admin/partner_resources.cfm, 64, /documents/cliptraining/Battle_Card_MSP.pptx
admin/partner_resources.cfm, 71, /documents/cliptraining/Customer_Onboarding_(SOW_Sample_Template).docx
admin/partner_resources.cfm, 75, /documents/cliptraining/Delivering_Workplace_Policies_(SOW_Sample_Template).docx
admin/partner_resources.cfm, 79, /documents/cliptraining/Employee_Onboarding_Channel_(SOW_Sample_Template).docx
admin/partner_resources.cfm, 86, /documents/whitelabel/Phishing_in_Organizations_Study.pdf
admin/partner_resources.cfm, 103, https://vimeo.com/813760033/3f1ff0cbfc
admin/partner_resources.cfm, 107, https://vimeo.com/819253850/167dfc7d55
admin/partner_resources.cfm, 111, https://vimeo.com/909268563/dda93e4c40
admin/partner_resources.cfm, 115, https://vimeo.com/996877241/4a42ca6036
admin/partner_resources.cfm, 119, https://vimeo.com/1030089827/a316dbaf5e
admin/partner_resources.cfm, 150, /documents/cliptraining/Deployment_Guide.pdf
admin/partner_resources.cfm, 154, /documents/cliptraining/Logo_Icon_Instructions_for_Portal_Branding.pdf
admin/partner_resources.cfm, 158, /documents/cliptraining/Logo_Instructions_for_Teams_App_Manifest.pdf
admin/partner_resources.cfm, 162, /documents/cliptraining/ClipTraining_Portal_Launch_Announcement.docx
admin/partner_resources.cfm, 166, /documents/<cfif session.Whitelabel>whitelabel<cfelse>cliptraining</cfif>/SSO_1-7.pdf
admin/partner_resources.cfm, 170, /documents/<cfif session.Whitelabel>whitelabel<cfelse>cliptraining</cfif>/SSO_Azure_1-7.pdf
admin/partner_resources.cfm, 174, /documents/cliptraining/ClipTraining_User_Roles.pdf
admin/partner_resources.cfm, 178, /documents/whitelabel/Phishing_Testing_Training_Partner_Set_Up.pdf
admin/partner_resources.cfm, 182, /documents/cliptraining/M365_Group_Sync.pdf
admin/partner_resources.cfm, 186, /documents/cliptraining/M365_Full_Tenant_Sync.pdf
admin/partner_resources.cfm, 190, /documents/whitelabel/Custom_MSP_Welcome_Video_Directions.pdf
admin/partner_resources_catalog.cfm, 12, /documents/<cfif session.Whitelabel>whitelabel<cfelse>cliptraining</cfif>/Course_Catalog_Q1-2025.pdf
admin/partner_resources_catalog.cfm, 16, /documents/<cfif session.Whitelabel>whitelabel<cfelse>cliptraining</cfif>/Course_Catalog_Q1-2025.pptx
admin/partner_resources_catalog.cfm, 20, /documents/<cfif session.Whitelabel>whitelabel<cfelse>cliptraining</cfif>/ACI_Learning_Catalog.pdf
admin/partner_resources_catalog.cfm, 24, /documents/<cfif session.Whitelabel>whitelabel<cfelse>cliptraining</cfif>/ACI_Learning_Catalog.pptx
admin/partner_resources_flightplan.cfm, 70, /course.cfm?c=#newData.course_id#
admin/portals.cfm, 258, add_portal.cfm?filter=<cfoutput>#url.filter#&d=#url.d#&r=#url.r#&sort=#url.sort#&dir=#url.dir#</cfoutput>
admin/portals.cfm, 361, add_notification.cfm?filter=<cfoutput>#url.filter#&d=#url.d#&r=#url.r#&sort=#url.sort#&dir=#url.dir#</cfoutput>
admin/portals.cfm, 376, portals.cfm?sort=portal_name&dir=DESC<cfoutput>&filter=#url.filter#&d=#url.d#&r=#url.r#<cfif url.namesearch IS NOT 
admin/portals.cfm, 378, portals.cfm?sort=portal_name&dir=ASC<cfoutput>&filter=#url.filter#&d=#url.d#&r=#url.r#<cfif url.namesearch IS NOT 
admin/portals.cfm, 381, portals.cfm?sort=portal_name&dir=ASC<cfoutput>&filter=#url.filter#&d=#url.d#&r=#url.r#<cfif url.namesearch IS NOT 
admin/portals.cfm, 388, portals.cfm?sort=account_number&dir=DESC<cfoutput>&filter=#url.filter#&d=#url.d#&r=#url.r#<cfif url.namesearch IS NOT 
admin/portals.cfm, 390, portals.cfm?sort=account_number&dir=ASC<cfoutput>&filter=#url.filter#&d=#url.d#&r=#url.r#<cfif url.namesearch IS NOT 
admin/portals.cfm, 393, portals.cfm?sort=account_number&dir=ASC<cfoutput>&filter=#url.filter#&d=#url.d#&r=#url.r#<cfif url.namesearch IS NOT 
admin/portals.cfm, 400, portals.cfm?sort=portal_date_created&dir=DESC<cfoutput>&filter=#url.filter#&d=#url.d#&r=#url.r#<cfif url.namesearch IS NOT 
admin/portals.cfm, 402, portals.cfm?sort=portal_date_created&dir=ASC<cfoutput>&filter=#url.filter#&d=#url.d#&r=#url.r#<cfif url.namesearch IS NOT 
admin/portals.cfm, 405, portals.cfm?sort=portal_date_created&dir=ASC<cfoutput>&filter=#url.filter#&d=#url.d#&r=#url.r#<cfif url.namesearch IS NOT 
admin/portals.cfm, 411, portals.cfm?sort=license_expiration&dir=DESC<cfoutput>&filter=#url.filter#&d=#url.d#&r=#url.r#<cfif url.namesearch IS NOT 
admin/portals.cfm, 413, portals.cfm?sort=license_expiration&dir=ASC<cfoutput>&filter=#url.filter#&d=#url.d#&r=#url.r#<cfif url.namesearch IS NOT 
admin/portals.cfm, 416, portals.cfm?sort=license_expiration&dir=ASC<cfoutput>&filter=#url.filter#&d=#url.d#&r=#url.r#<cfif url.namesearch IS NOT 
admin/portals.cfm, 423, portals.cfm?sort=portal_inTrash_date&dir=DESC<cfoutput>&filter=#url.filter#&d=#url.d#&r=#url.r#<cfif url.namesearch IS NOT 
admin/portals.cfm, 425, portals.cfm?sort=portal_inTrash_date&dir=ASC<cfoutput>&filter=#url.filter#&d=#url.d#&r=#url.r#<cfif url.namesearch IS NOT 
admin/portals.cfm, 428, portals.cfm?sort=portal_inTrash_date&dir=ASC<cfoutput>&filter=#url.filter#&d=#url.d#&r=#url.r#<cfif url.namesearch IS NOT 
admin/portals.cfm, 435, portals.cfm?sort=group_type&dir=DESC<cfoutput>&filter=#url.filter#&d=#url.d#&r=#url.r#<cfif url.namesearch IS NOT 
admin/portals.cfm, 437, portals.cfm?sort=group_type&dir=ASC<cfoutput>&filter=#url.filter#&d=#url.d#&r=#url.r#<cfif url.namesearch IS NOT 
admin/portals.cfm, 440, portals.cfm?sort=group_type&dir=ASC<cfoutput>&filter=#url.filter#&d=#url.d#&r=#url.r#<cfif url.namesearch IS NOT 
admin/portals.cfm, 446, portals.cfm?sort=portal_isWhitelabel&dir=DESC<cfoutput>&filter=#url.filter#&d=#url.d#&r=#url.r#<cfif url.namesearch IS NOT 
admin/portals.cfm, 448, portals.cfm?sort=portal_isWhitelabel&dir=ASC<cfoutput>&filter=#url.filter#&d=#url.d#&r=#url.r#<cfif url.namesearch IS NOT 
admin/portals.cfm, 451, portals.cfm?sort=portal_isWhitelabel&dir=ASC<cfoutput>&filter=#url.filter#&d=#url.d#&r=#url.r#<cfif url.namesearch IS NOT 
admin/portals.cfm, 457, portals.cfm?sort=portal_billing&dir=DESC<cfoutput>&filter=#url.filter#&d=#url.d#&r=#url.r#<cfif url.namesearch IS NOT 
admin/portals.cfm, 459, portals.cfm?sort=portal_billing&dir=ASC<cfoutput>&filter=#url.filter#&d=#url.d#&r=#url.r#<cfif url.namesearch IS NOT 
admin/portals.cfm, 462, portals.cfm?sort=portal_billing&dir=ASC<cfoutput>&filter=#url.filter#&d=#url.d#&r=#url.r#<cfif url.namesearch IS NOT 
admin/portals.cfm, 469, portals.cfm?sort=portal_inTrash_date&dir=DESC<cfoutput>&filter=#url.filter#&d=#url.d#&r=#url.r#<cfif url.namesearch IS NOT 
admin/portals.cfm, 471, portals.cfm?sort=portal_inTrash_date&dir=ASC<cfoutput>&filter=#url.filter#&d=#url.d#&r=#url.r#<cfif url.namesearch IS NOT 
admin/portals.cfm, 474, portals.cfm?sort=portal_inTrash_date&dir=ASC<cfoutput>&filter=#url.filter#&d=#url.d#&r=#url.r#<cfif url.namesearch IS NOT 
admin/portals.cfm, 482, portals.cfm?sort=portal_isDisabled_date&dir=DESC<cfoutput>&filter=#url.filter#&d=#url.d#&r=#url.r#<cfif url.namesearch IS NOT 
admin/portals.cfm, 484, portals.cfm?sort=portal_isDisabled_date&dir=ASC<cfoutput>&filter=#url.filter#&d=#url.d#&r=#url.r#<cfif url.namesearch IS NOT 
admin/portals.cfm, 487, portals.cfm?sort=portal_isDisabled_date&dir=ASC<cfoutput>&filter=#url.filter#&d=#url.d#&r=#url.r#<cfif url.namesearch IS NOT 
admin/portals.cfm, 495, portals.cfm?sort=user_limit&dir=DESC<cfoutput>&filter=#url.filter#&d=#url.d#&r=#url.r#<cfif url.namesearch IS NOT 
admin/portals.cfm, 497, portals.cfm?sort=user_limit&dir=ASC<cfoutput>&filter=#url.filter#&d=#url.d#&r=#url.r#<cfif url.namesearch IS NOT 
admin/portals.cfm, 500, portals.cfm?sort=user_limit&dir=ASC<cfoutput>&filter=#url.filter#&d=#url.d#&r=#url.r#<cfif url.namesearch IS NOT 
admin/portals.cfm, 506, portals.cfm?sort=userCount&dir=DESC<cfoutput>&filter=#url.filter#&d=#url.d#&r=#url.r#<cfif url.namesearch IS NOT 
admin/portals.cfm, 508, portals.cfm?sort=userCount&dir=ASC<cfoutput>&filter=#url.filter#&d=#url.d#&r=#url.r#<cfif url.namesearch IS NOT 
admin/portals.cfm, 511, portals.cfm?sort=userCount&dir=ASC<cfoutput>&filter=#url.filter#&d=#url.d#&r=#url.r#<cfif url.namesearch IS NOT 
admin/portals.cfm, 518, portals.cfm?sort=portal_billing_tier&dir=DESC<cfoutput>&filter=#url.filter#&d=#url.d#&r=#url.r#<cfif url.namesearch IS NOT 
admin/portals.cfm, 520, portals.cfm?sort=portal_billing_tier&dir=ASC<cfoutput>&filter=#url.filter#&d=#url.d#&r=#url.r#<cfif url.namesearch IS NOT 
admin/portals.cfm, 523, portals.cfm?sort=portal_billing_tier&dir=ASC<cfoutput>&filter=#url.filter#&d=#url.d#&r=#url.r#<cfif url.namesearch IS NOT 
admin/portals.cfm, 540, edit_portal.cfm?portal_id=#rData.portal_id#&filter=#url.filter#&d=#url.d#&r=#url.r#&sort=#url.sort#&dir=#url.dir#&namesearch=#replace(url.namesearch,
admin/portals.cfm, 542, users.cfm?portal_id=#rData.portal_id#
admin/portals.cfm, 545, initiate_full_sync.cfm?p=#rData.portal_id#&filter=#url.filter#&d=#url.d#&r=#url.r#&sort=#url.sort#&dir=#url.dir#
admin/portals.cfm, 548, initiate_group_sync.cfm?p=#rData.portal_id#&filter=#url.filter#&d=#url.d#&r=#url.r#&sort=#url.sort#&dir=#url.dir#
admin/portals.cfm, 589, edit_portal.cfm?portal_id=#portalData.portal_id#&filter=#url.filter#&d=#url.d#&r=#url.r#&sort=#url.sort#&dir=#url.dir#&namesearch=#replace(url.namesearch,
admin/portals.cfm, 591, users.cfm?portal_id=#portalData.portal_id#
admin/portals.cfm, 593, initiate_full_sync.cfm?p=#portalData.portal_id#&filter=#url.filter#&d=#url.d#&r=#url.r#&sort=#url.sort#&dir=#url.dir#
admin/portals.cfm, 596, initiate_group_sync.cfm?p=#portalData.portal_id#&filter=#url.filter#&d=#url.d#&r=#url.r#&sort=#url.sort#&dir=#url.dir#
admin/portals.cfm, 598, portal_history.cfm?p=#portalData.portal_id#
admin/portals.cfm, 638, 
admin/portals.cfm, 640, #reminderDel
admin/portals.cfm, 662, #reminderCon
admin/portals.cfm, 679, 
admin/portal_el.cfm, 68, portals.cfm?<cfoutput>filter=#url.filter#&r=#url.r#&sort=#url.sort#&dir=#url.dir#</cfoutput>
admin/portal_settings.cfm, 252, #tab_1
admin/portal_settings.cfm, 253, #tab_2
admin/portal_settings.cfm, 254, #tab_3
admin/portal_settings.cfm, 255, #tab_4
admin/portal_settings.cfm, 256, #tab_5
admin/portal_settings.cfm, 264, #help_gen_group
admin/portal_settings.cfm, 315, #help_generic_suffix
admin/portal_settings.cfm, 424, #help_insights
admin/portal_settings.cfm, 433, #help_m365_insights
admin/portal_settings.cfm, 442, #help_insights_beacon
admin/portal_settings.cfm, 451, #help_insights_plus
admin/portal_settings.cfm, 469, #help_o365_login
